tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_HeadshotKillRatio,solo_AvgSurvivalTime
87381,0.38,0.97,309,3,0.38,8,2.6,306,49.51,0.11,0.29,0.38,1001.03,508.72,0.03,117,12,0.29,994.38
97910,1.3,3.24,309,10,0.25,37,12,299,156.68,0.3,1.39,1.26,2220.24,824.3,0.12,390,23,0.24,952.63
176166,1.21,1.94,309,6,0.17,35,11.3,303,159.41,0.21,1.19,1.19,2598.92,803.06,0.11,367,27,0.18,803.06
151326,0.63,1.29,309,4,0.04,50,16.2,305,78.88,0.15,1.62,0.62,3446.95,964.66,0.16,193,19,0.24,958.87
85918,1.02,0.97,309,3,0.08,20,6.5,306,131.08,0.16,0.9,1.01,2246.52,684.13,0.06,312,21,0.16,395.03
161994,2.07,2.59,309,8,0.12,32,10.4,301,235.74,0.4,2.49,2.02,2422.13,729.88,0.1,623,34,0.2,667.89
49430,1.8,4.21,309,13,0.17,77,24.9,296,221.72,0.33,3.1,1.73,3991.47,1033.89,0.25,534,50,0.19,1033.89
53576,1.72,2.59,309,8,0.25,43,13.9,301,207.11,0.47,1.67,1.68,3077.39,882.08,0.14,518,34,0.28,978.03
24421,0.82,0.32,308,1,0.01,56,18.2,307,116.6,0.19,2.52,0.81,4237.03,1083.49,0.18,251,25,0.23,1338.95
51696,0.88,0.97,308,3,0.05,60,19.5,305,114.75,0.21,1.78,0.87,2453.27,1040.29,0.19,268,22,0.24,1040.29
8619,0.95,1.62,308,5,0.06,40,13,303,127.99,0.29,0.95,0.94,2067.05,949.41,0.13,288,27,0.31,908.54
39680,1.27,1.62,308,5,0.19,33,10.7,303,154.88,0.32,1.15,1.25,2407.69,815.13,0.11,386,23,0.26,796.46
220180,1.23,0.32,308,1,0.06,17,5.5,307,149.84,0.2,0.92,1.23,1403.46,545.94,0.06,379,20,0.16,545.94
93165,1.35,1.95,308,6,0.05,62,20.1,302,166.87,0.28,4.88,1.33,3583.2,1018.69,0.2,409,37,0.21,1109.76
207563,0.89,0.32,308,1,0.04,25,8.1,307,118.86,0.19,0.76,0.89,2303.82,656.28,0.08,273,23,0.22,656.28
52505,0.58,0.97,308,3,0.02,42,13.6,305,77.82,0.11,1.55,0.57,2198.22,861.77,0.14,177,16,0.19,815.19
11229,1.23,1.3,308,4,0.19,21,6.8,304,153.17,0.29,1.06,1.21,1477.61,662.97,0.07,373,29,0.24,662.97
207197,0.92,0.32,308,1,0.03,17,5.5,307,115.96,0.19,0.81,0.92,1673.64,650.78,0.06,283,16,0.21,763.44
799,0.93,0.97,308,3,0.04,35,11.4,305,120.25,0.19,0.99,0.92,2198.6,701.93,0.11,284,27,0.21,623.36
45712,1.57,2.27,308,7,0.44,30,9.7,301,180.4,0.36,1.29,1.54,2685.76,679.15,0.1,473,24,0.24,951.36
215253,1.01,1.3,308,4,0.29,18,5.8,304,125.14,0.23,1.67,0.99,2900.35,677.41,0.06,306,23,0.24,801.09
114556,1.08,0,308,0,0,25,8.1,308,136.98,0.24,1.9,1.08,2555.92,816.59,0.08,332,18,0.22,607.52
51147,1.6,5.19,308,16,0.08,104,33.8,292,189.4,0.24,1.37,1.51,4335.12,1210.82,0.34,466,41,0.16,1253.74
80072,0.52,0.97,308,3,0.05,31,10.1,305,70.16,0.1,1.23,0.52,1663.63,823.81,0.1,159,10,0.2,1055.99
73222,1.6,1.62,308,5,0.24,21,6.8,303,193.47,0.46,1.26,1.57,1582.15,626.57,0.07,484,28,0.29,626.57
16251,1.11,1.3,308,4,0.08,36,11.7,304,138.16,0.22,1.12,1.1,3295.04,857.18,0.12,338,18,0.2,915.78
173034,1.09,1.62,308,5,0.14,35,11.4,303,124.57,0.13,1.18,1.07,2158.01,802.13,0.11,329,27,0.12,802.13
202606,0.62,0.32,308,1,0.01,36,11.7,307,81.07,0.12,1.44,0.61,2295.44,860.48,0.12,189,11,0.19,838.67
176579,0.75,0.98,307,3,0.07,21,6.8,304,95.37,0.13,0.95,0.75,1807.79,717.97,0.07,229,11,0.17,628.63
17500,2.16,5.54,307,17,0.29,70,22.8,290,249.05,0.48,3.22,2.04,4071.05,1064.2,0.23,627,36,0.24,1428.81
152616,1.07,0.33,307,1,0.02,40,13,306,138.71,0.23,1.3,1.07,3156.62,793.66,0.13,327,26,0.22,793.66
113437,0.51,0.33,307,1,0.05,20,6.5,306,73.66,0.08,0.62,0.51,1954.86,777.7,0.07,157,16,0.17,777.7
19963,0.68,0.33,307,1,0.01,40,13,306,90.37,0.12,1.07,0.68,2003.81,724.63,0.13,209,15,0.18,1266.14
73766,3.04,4.23,307,13,0.3,22,7.2,294,321.69,1.58,0.81,2.91,1715.39,559.52,0.07,894,16,0.54,389.89
163068,1.05,1.95,307,6,0.18,33,10.7,301,125.16,0.21,1.34,1.03,2120.57,788.96,0.11,317,14,0.2,800.4
150102,0.78,0.98,307,3,0.2,33,10.7,304,99.96,0.15,0.8,0.78,2206.15,745.32,0.11,238,20,0.2,754.28
43334,3.93,10.42,307,32,0.5,63,20.5,275,394.84,0.89,1.21,3.52,2126.94,886.81,0.21,1082,43,0.25,1008.53
121976,0.95,1.95,307,6,0.1,32,10.4,301,112.84,0.31,1.49,0.93,1727.15,741.99,0.1,287,17,0.33,632.7
18493,1.63,1.95,307,6,0.23,38,12.4,301,197.39,0.27,1.42,1.6,2340.19,825.36,0.12,491,26,0.17,1020.78
210573,0.76,0.65,307,2,0.07,28,9.1,305,94.53,0.1,1.26,0.75,2208.1,758.67,0.09,231,14,0.13,758.67
125889,1.66,2.28,307,7,0.13,45,14.7,300,199.14,0.38,1.5,1.63,1404.76,845.39,0.15,499,25,0.23,1017.56
125519,0.88,0.65,307,2,0.09,24,7.8,305,122.26,0.22,2.51,0.88,1622.83,676.15,0.08,269,20,0.25,717.63
209725,0.89,0.65,307,2,0.01,90,29.3,305,125.55,0.17,1.4,0.89,3294.37,1208.78,0.29,272,35,0.19,1216.05
15301,1.54,4.23,307,13,0.33,31,10.1,294,171,0.43,1.64,1.47,2429.29,744.64,0.1,452,23,0.29,993.11
19832,1.1,0.65,307,2,0.1,20,6.5,305,135.44,0.17,0.76,1.09,1493.69,599.47,0.07,334,16,0.15,599.47
94801,1.04,0.33,307,1,0.01,64,20.8,306,134.8,0.23,1.15,1.03,3024.12,1041.56,0.21,317,23,0.22,1344.7
156246,1.17,0.33,307,1,0.03,18,5.9,306,143.5,0.22,1.13,1.16,1342.98,569.83,0.06,357,12,0.19,372.73
135863,1.06,0,307,0,0,15,4.9,307,138.27,0.16,0.94,1.06,1453.18,596.44,0.05,324,21,0.15,596.44
61958,0.57,0.33,307,1,0.01,31,10.1,306,72.93,0.08,0.92,0.56,3304.5,913.83,0.1,173,17,0.14,1069.63
171622,0.77,2.28,307,7,0.31,39,12.7,300,97.91,0.17,1.48,0.76,2746.93,910.92,0.13,232,18,0.23,1135.51
10258,1.26,0.98,307,3,0.05,39,12.7,304,151.82,0.24,1.53,1.25,1907.92,765.39,0.13,383,17,0.2,771.42
58170,1.62,3.26,307,10,0.09,51,16.6,297,183.3,0.3,1.2,1.57,2310.21,916.1,0.17,482,27,0.19,978.17
177340,1,0.65,306,2,0.15,13,4.2,304,125.02,0.23,0.9,1,1480.25,587.17,0.04,305,17,0.23,587.17
98522,2.92,5.88,306,18,0.31,58,19,288,322.11,0.66,1.66,2.75,2248.2,887.34,0.19,840,36,0.24,887.34
92239,2.86,6.21,306,19,0.11,63,20.6,287,315.25,0.84,1.61,2.68,3513.23,959.64,0.21,821,45,0.31,1436.54
74736,0.73,0,306,0,0,21,6.9,306,99.49,0.11,1.51,0.73,2009.42,740.93,0.07,224,11,0.16,740.93
67039,2.02,2.94,306,9,0.18,50,16.3,297,227.99,0.44,1.49,1.96,2434.63,750.49,0.16,601,34,0.22,750.49
61692,1.09,0.33,306,1,0.06,16,5.2,305,137.44,0.23,0.75,1.09,1494.45,512.27,0.05,333,29,0.21,512.27
37354,1.67,7.19,306,22,0.2,121,39.5,284,187.35,0.26,1.24,1.55,5089.51,1287.74,0.4,475,37,0.17,1295.81
91128,0.96,0.33,306,1,0.17,20,6.5,305,125.3,0.18,1.08,0.96,1667.52,710.76,0.07,293,20,0.19,950.69
145421,0.9,2.61,306,8,0.29,27,8.8,298,107.91,0.21,0.93,0.88,2014.16,759.1,0.09,268,18,0.24,854.62
106378,2.98,6.54,306,20,0.31,73,23.9,286,329.88,0.68,2.49,2.78,4216.14,1062.6,0.24,852,44,0.24,798.78
145371,0.96,0.65,306,2,0.1,21,6.9,304,115.35,0.19,1.01,0.95,1647.02,633.53,0.07,292,31,0.2,633.53
82039,1.18,5.23,306,16,0.17,93,30.4,290,136.25,0.27,1.84,1.12,4869.56,1221.57,0.3,342,27,0.25,1221.57
201628,2.05,2.29,306,7,0.19,36,11.8,299,238.76,0.47,1.1,2,1354.73,673.6,0.12,613,40,0.24,673.6
46052,0.91,0.65,306,2,0.03,23,7.5,304,110.44,0.18,0.79,0.9,1628.45,686.83,0.08,276,26,0.2,875.36
206986,1.02,0.33,306,1,0.03,41,13.4,305,140.23,0.22,1.22,1.02,2705.15,940.47,0.13,312,21,0.21,1261.37
42991,2.12,4.58,306,14,0.16,86,28.1,292,246.51,0.41,1.91,2.03,2142.19,1062.48,0.28,620,31,0.2,1094.83
33884,1.29,2.61,306,8,0.11,63,20.6,298,154.45,0.28,1.72,1.25,3333.75,955.7,0.21,383,28,0.22,951.43
135729,1.08,0.33,306,1,0.06,17,5.6,305,129.17,0.29,1.15,1.07,1743.47,574.8,0.06,328,17,0.27,574.8
143603,0.72,0.33,306,1,0.02,28,9.2,305,91.41,0.11,1.07,0.72,2217.15,809.39,0.09,221,20,0.15,822.5
216107,1.72,3.27,306,10,0.58,34,11.1,296,192.28,0.33,1.09,1.66,1962.01,733.41,0.11,509,31,0.2,1104.77
74900,2.55,3.27,306,10,0.38,36,11.8,296,276.99,0.48,1.11,2.47,2111.71,619.62,0.12,755,37,0.2,723.08
124694,0.63,1.96,306,6,0.07,46,15,300,88.55,0.12,1.52,0.62,3023.99,928.63,0.15,189,18,0.2,906.72
151605,1.46,0.98,306,3,0.12,22,7.2,303,175.23,0.3,1.48,1.44,1900.24,607.47,0.07,441,27,0.21,703.78
198657,1.01,0.65,306,2,0.05,19,6.2,304,124.7,0.19,0.86,1.01,2209.72,635.47,0.06,308,20,0.19,448.5
48915,1.02,0,306,0,0,16,5.2,306,125.01,0.16,1.15,1.02,1764.95,675.61,0.05,311,24,0.15,675.61
110431,1.39,3.27,306,10,0.3,35,11.4,296,174.56,0.36,1.16,1.34,3311.74,798.7,0.11,410,24,0.27,796.15
221126,0.46,0.33,306,1,0.04,25,8.2,305,57.91,0.06,0.6,0.46,2553.45,766.78,0.08,140,13,0.12,766.78
142459,0.75,0.65,306,2,0.06,31,10.1,304,102.6,0.1,1.42,0.74,2669.32,810.57,0.1,227,21,0.14,810.57
24892,1.61,4.25,306,13,0.23,68,22.2,293,191.14,0.29,2,1.54,2480.03,951.42,0.22,472,36,0.19,1021.02
100263,0.97,0.33,306,1,0.04,17,5.6,305,125.18,0.21,0.9,0.97,2199.01,721.68,0.06,297,18,0.21,829.02
23889,3.7,12.75,306,39,0.32,99,32.4,267,367.02,0.87,2.17,3.23,4717.8,1108.08,0.32,987,41,0.27,1161.55
7753,2.77,14.43,305,44,0.21,149,48.9,261,279.07,0.56,3.9,2.37,6525.54,1475.17,0.49,723,68,0.24,1364.77
214160,0.57,0,305,0,0,32,10.5,305,81.14,0.15,1.01,0.57,3049.78,942.82,0.1,173,15,0.26,942.82
27209,1.82,10.82,305,33,0.11,100,32.8,272,182.96,0.29,1.18,1.62,4406.78,1192.72,0.33,494,31,0.18,1190.83
22930,0.85,0.66,305,2,0.11,19,6.2,303,106.12,0.15,0.94,0.85,1477.91,633.55,0.06,259,14,0.18,633.55
207562,0.97,0,305,0,0,12,3.9,305,115.21,0.31,0.76,0.97,1505.72,562.24,0.04,295,33,0.32,562.24
201737,0.81,0.33,305,1,0.01,21,6.9,304,106.07,0.2,1.05,0.81,1834.51,678.54,0.07,246,24,0.24,715.59
135506,0.66,0.66,305,2,0.02,36,11.8,303,86.14,0.19,1.53,0.66,1977.58,836.38,0.12,201,16,0.28,954
207166,0.93,0,305,0,0,17,5.6,305,118.9,0.24,1.38,0.93,2496.51,743.54,0.06,283,14,0.25,1100.67
124808,0.69,0.66,305,2,0.07,28,9.2,303,86.68,0.13,1.04,0.69,1801.12,747.66,0.09,209,9,0.19,747.66
190176,0.96,0.98,305,3,0.12,33,10.8,302,128.16,0.23,1.08,0.95,2968.89,897.3,0.11,290,22,0.24,902.69
128241,1.99,3.93,305,12,0.34,35,11.5,293,217.83,0.44,0.92,1.91,1596.84,679.62,0.11,582,26,0.23,680.77
103589,1.67,2.3,305,7,0.06,27,8.9,298,184.67,0.44,1.46,1.63,1405.63,583.63,0.09,498,21,0.27,242.94
45311,1.69,1.31,305,4,0.11,25,8.2,301,189.86,0.35,1.05,1.67,1710.03,667.26,0.08,510,25,0.21,638.56
161135,0.52,0,305,0,0,11,3.6,305,68.99,0.1,1.9,0.52,1649.28,885.25,0.04,159,12,0.2,850.12
145417,0.97,1.64,305,5,0.06,31,10.2,300,125.9,0.18,1.51,0.95,2512.78,823.69,0.1,291,26,0.19,918.51
46249,0.95,0.98,305,3,0.11,24,7.9,302,124.65,0.19,0.84,0.94,2020.34,827.4,0.08,287,33,0.2,918.32
145597,0.86,1.97,305,6,0.1,50,16.4,299,107.51,0.16,3.7,0.84,3528.77,1026.44,0.16,256,25,0.19,1259.92
175605,1.4,1.64,305,5,0.15,58,19,300,180.5,0.25,2.84,1.38,3099.64,1065.68,0.19,420,22,0.18,1015.48
211149,0.68,0,305,0,0,19,6.2,305,88.7,0.13,1.72,0.68,2087.13,780.24,0.06,206,13,0.19,813.09
49521,1.27,0.98,305,3,0.04,36,11.8,302,144.47,0.24,1.68,1.26,2597.56,862.32,0.12,383,15,0.19,947.02
117677,0.51,0,305,0,0,23,7.5,305,68.27,0.1,0.98,0.51,2673.06,848.72,0.08,155,16,0.21,702.32
151329,0.92,0.66,305,2,0.06,31,10.2,303,110.03,0.2,1.86,0.91,2402.43,775.2,0.1,279,19,0.22,748.85
196295,0.71,1.31,305,4,0.08,26,8.5,301,89.14,0.11,0.96,0.7,2331.43,919.94,0.09,213,13,0.15,572.5
213501,0.94,3.28,305,10,0.16,61,20,295,123.28,0.15,1.48,0.9,2810.11,927.49,0.2,276,20,0.16,942.13
76497,0.64,0,305,0,0,19,6.2,305,85.96,0.11,0.8,0.64,1608.61,675.91,0.06,194,23,0.17,802.76
209156,1.1,0.66,304,2,0.06,18,5.9,302,127.46,0.2,0.62,1.09,1481.86,571.16,0.06,332,27,0.18,851.58
91965,0.76,2.3,304,7,0.21,46,15.1,297,88.63,0.12,1.21,0.74,2202.15,856.51,0.15,225,11,0.17,871.99
76528,1.99,5.26,304,16,0.42,47,15.5,288,214.35,0.53,1.08,1.89,2302.11,785.72,0.15,574,26,0.28,788.68
47045,1.21,0.66,304,2,0.12,17,5.6,302,144.3,0.23,0.73,1.2,971.5,564.64,0.06,365,25,0.19,564.64
115712,0.84,0.33,304,1,0.02,22,7.2,303,110.73,0.16,0.78,0.84,1637.45,703.76,0.07,256,21,0.2,689.1
137718,0.89,0.99,304,3,0.09,33,10.9,301,115.67,0.2,1.28,0.88,2533.38,836.62,0.11,267,18,0.22,836.62
170290,3.37,10.2,304,31,0.44,77,25.3,273,339.45,0.97,2.88,3.03,3971.1,1064.51,0.25,920,35,0.32,1069.38
74409,0.77,0.66,304,2,0.11,18,5.9,302,103.1,0.15,0.79,0.77,1600,647.38,0.06,234,21,0.2,647.38
117125,0.84,0.33,304,1,0.03,20,6.6,303,109.41,0.23,1.16,0.84,1496.55,580.38,0.07,255,13,0.27,583.22
35090,1.23,0,304,0,0,20,6.6,304,161.68,0.19,0.96,1.23,1459.24,603.91,0.07,373,33,0.16,585.86
71724,0.97,1.97,304,6,0.25,24,7.9,298,120.03,0.18,1.37,0.95,1888.32,781.83,0.08,289,21,0.19,781.83
43736,1.08,1.32,304,4,0.06,34,11.2,300,121.6,0.24,0.65,1.07,1725.14,635.75,0.11,324,13,0.22,941.25
152303,0.71,0.33,304,1,0.05,20,6.6,303,93.76,0.13,1.26,0.71,1777.94,627.21,0.07,216,23,0.18,627.21
71657,2.23,5.26,304,16,0.49,52,17.1,288,240.71,0.54,1.4,2.11,2390.26,843.89,0.17,641,27,0.26,895.39
28899,2.61,12.17,304,37,0.29,129,42.4,267,266.1,0.54,2.19,2.3,3773.02,1305.36,0.42,698,44,0.23,1305.36
142202,0.6,0,304,0,0,22,7.2,304,88.46,0.14,1.39,0.6,2425.69,891.11,0.07,183,21,0.23,891.11
106038,1.24,1.64,304,5,0.13,40,13.2,299,164.1,0.35,1.43,1.22,2847.49,859.78,0.13,370,27,0.29,954.25
53460,1.33,1.64,304,5,0.3,39,12.8,299,158.51,0.28,1.23,1.31,2354.93,841.45,0.13,398,19,0.21,1131.65
139417,0.53,0.33,304,1,0.02,35,11.5,303,71.83,0.16,1.34,0.53,2011.31,897.19,0.12,161,20,0.3,1028.59
155104,0.96,0.33,304,1,0.08,23,7.6,303,125.54,0.3,1.27,0.96,1903.97,692.91,0.08,292,30,0.31,756.82
49806,1.09,1.64,304,5,0.3,46,15.1,299,139.97,0.27,1,1.07,2626.38,825.51,0.15,325,23,0.26,1114.09
133815,1.15,0.33,304,1,0.02,30,9.9,303,145.43,0.35,2.09,1.14,1885.96,660.43,0.1,348,35,0.3,525.89
30940,0.79,0,304,0,0,25,8.2,304,95.24,0.13,0.67,0.79,1636.19,774.66,0.08,241,10,0.16,647.47
175325,0.94,0.66,304,2,0.06,48,15.8,302,117.27,0.15,1.04,0.93,2529.49,998.87,0.16,283,23,0.16,890.91
179980,0.81,1.32,304,4,0.05,31,10.2,300,99.43,0.11,0.81,0.8,2362.95,819.63,0.1,242,13,0.14,562.91
19163,1.45,1.64,304,5,0.14,42,13.8,299,177.33,0.53,1.03,1.43,2890.77,798.54,0.14,435,45,0.37,1053.09
125609,1.09,1.64,304,5,0.3,39,12.8,299,131.14,0.24,0.99,1.08,1729.72,708.54,0.13,327,26,0.23,946.48
206916,0.65,0,304,0,0,22,7.2,304,85.64,0.1,1.59,0.65,2094.47,741.79,0.07,199,20,0.15,772.98
173963,0.96,0.99,303,3,0.1,29,9.6,300,116.18,0.19,0.86,0.95,2453.08,785.09,0.1,287,16,0.2,785.09
10574,4.04,7.92,303,24,0.27,63,20.8,279,422.04,0.96,2.15,3.72,2792.49,750.92,0.21,1126,62,0.26,780.69
197276,1.39,2.64,303,8,0.12,50,16.5,295,162.79,0.24,1.21,1.36,2931.79,1015.96,0.17,411,16,0.18,1042.77
38754,2.09,5.28,303,16,0.13,121,39.9,287,244.8,0.41,1.18,1.98,5592.43,1210.87,0.4,601,47,0.21,1210.87
13190,2.89,5.61,303,17,0.45,38,12.5,286,322.45,0.65,0.92,2.73,1827.42,766.63,0.13,826,39,0.24,662.58
83434,1.59,2.31,303,7,0.07,49,16.2,296,186.85,0.3,1,1.55,2432.87,827.17,0.16,470,18,0.19,535.83
173180,0.76,0.99,303,3,0.04,27,8.9,300,103.24,0.16,1.17,0.76,2550.48,761.69,0.09,229,16,0.21,590.39
127184,0.89,0.33,303,1,0.04,31,10.2,302,108.18,0.18,2.02,0.88,2320.11,864.63,0.1,268,10,0.2,891.55
58559,1.39,0.99,303,3,0.1,22,7.3,300,170.51,0.29,1.66,1.38,1703.98,749.31,0.07,418,25,0.21,791.17
16814,0.76,0,303,0,0,15,5,303,95.31,0.15,0.93,0.76,1860.68,568.7,0.05,231,14,0.19,568.7
80346,2.54,14.52,303,44,0.15,145,47.9,259,235.11,0.4,10.01,2.17,5624.25,1410.77,0.48,657,47,0.19,1018.35
212503,0.84,0.33,303,1,0.07,15,5,302,102.81,0.17,0.87,0.84,1437.72,667.98,0.05,255,17,0.21,667.98
11487,1.11,1.98,303,6,0.16,38,12.5,297,153.45,0.22,1.28,1.09,2364.44,924.18,0.13,331,34,0.2,924.18
166297,1.48,0.33,303,1,0.08,8,2.6,302,174.55,0.47,1.4,1.48,1326.95,473.78,0.03,447,27,0.32,743.03
84438,0.89,0.66,303,2,0.04,24,7.9,301,110.5,0.29,1.26,0.88,2898.59,770.81,0.08,267,24,0.33,1129.02
149791,1.02,0.66,303,2,0.03,26,8.6,301,123,0.24,1.04,1.01,1910.26,727,0.09,306,12,0.24,607.44
168641,1.12,0.99,303,3,0.37,20,6.6,300,145.94,0.24,0.68,1.11,1321.67,569.82,0.07,336,26,0.21,596.72
90728,1.61,0.33,303,1,0.05,22,7.3,302,183.76,0.32,1.32,1.61,1945.48,725.71,0.07,487,22,0.2,725.71
166768,1.24,0.99,303,3,0.07,27,8.9,300,159.71,0.24,1,1.23,2130.67,733.36,0.09,373,29,0.2,988.63
4240,3.34,9.24,303,28,0.23,62,20.5,275,346.91,0.64,1.83,3.03,2400.36,966.25,0.2,919,51,0.21,950.88
214623,0.91,0.66,303,2,0.09,22,7.3,301,117.52,0.21,1.89,0.91,2237.12,767.07,0.07,275,19,0.23,767.07
209226,0.7,0,303,0,0,15,5,303,92.88,0.12,0.84,0.7,1370.05,724.83,0.05,212,12,0.17,990.03
213707,0.45,0.66,303,2,0.04,26,8.6,301,64.02,0.11,0.48,0.45,1688.73,830.18,0.09,136,16,0.25,843.41
15749,2.8,12.21,303,37,0.27,138,45.5,266,286.87,0.61,4.63,2.46,5162.72,1291.29,0.46,745,62,0.25,1291.29
42060,1.2,1.98,303,6,0.18,26,8.6,297,151.14,0.25,1.39,1.18,3195.78,740.24,0.09,357,36,0.21,890.54
173634,1.23,1.32,303,4,0.04,40,13.2,299,140.75,0.62,1.57,1.22,2394.68,856.73,0.13,369,53,0.51,868.24
138212,1.34,1.32,303,4,0.57,23,7.6,299,160.64,0.37,0.74,1.32,1887.96,650.07,0.08,400,26,0.28,893.85
54809,0.97,1.98,303,6,0.19,31,10.2,297,112.16,0.12,0.91,0.95,2284.31,693.27,0.1,288,18,0.12,693.27
133910,0.94,1.32,303,4,0.2,22,7.3,299,120.13,0.17,0.96,0.93,1743.95,728.62,0.07,281,15,0.19,744.35
102622,1.29,1.32,303,4,0.05,40,13.2,299,155.55,0.3,1.47,1.28,2126.01,876.35,0.13,387,24,0.24,488.39
121599,0.88,0.66,303,2,0.03,38,12.5,301,112.65,0.14,1.76,0.87,2376.93,853.39,0.13,265,16,0.15,488.18
104140,1.25,0.66,302,2,0.08,15,5,300,149.71,0.24,1.24,1.24,1434.55,606.5,0.05,374,23,0.19,607.89
142219,0.65,0.66,302,2,0.08,26,8.6,300,84.27,0.06,0.75,0.64,2272.8,795.8,0.09,194,15,0.1,795.8
150457,1.09,0.33,302,1,0.02,48,15.9,301,130.19,0.2,1.18,1.08,2778.17,940.05,0.16,327,15,0.18,967.2
67698,2.07,3.64,302,11,0.31,35,11.6,291,230.36,0.6,1.3,1.99,1821.81,733.45,0.12,602,35,0.3,733.45
53264,0.86,0.33,302,1,0.02,22,7.3,301,103.18,0.19,1.17,0.85,1746.67,714.49,0.07,258,15,0.22,650.8
143231,0.97,0.33,302,1,0.09,11,3.6,301,115.61,0.17,0.99,0.97,1670.42,561.45,0.04,293,13,0.17,561.45
123577,1.97,2.65,302,8,0.47,17,5.6,294,214.6,0.47,0.94,1.92,1544.17,514.68,0.06,579,25,0.24,514.68
205997,1.09,1.32,302,4,0.12,32,10.6,298,139.74,0.24,2.38,1.08,2997.81,829.02,0.11,325,20,0.22,829.02
165885,0.65,0.33,302,1,0.02,26,8.6,301,90.32,0.1,1.23,0.65,2186.79,780.05,0.09,197,14,0.16,884.71
24734,1.08,3.31,302,10,0.25,83,27.5,292,135.74,0.33,2.09,1.04,4966.78,1202.73,0.27,314,30,0.32,1185.19
46973,1.81,2.32,302,7,0.41,68,22.5,295,203.43,0.41,2.6,1.77,2398.93,1053.38,0.23,535,29,0.23,1384.59
94337,1,0.33,302,1,0.02,32,10.6,301,135.8,0.16,1.29,0.99,1790.61,743.1,0.11,300,30,0.16,741.07
42588,2.88,6.62,302,20,0.4,50,16.6,282,315.67,0.72,1.56,2.69,2342.2,758.76,0.17,811,47,0.27,758.76
179762,0.97,1.32,302,4,0.09,47,15.6,298,120.83,0.14,1.23,0.96,2512.91,955.44,0.16,290,20,0.15,955.44
94074,0.64,0,302,0,0,33,10.9,302,90.82,0.13,1.15,0.64,2988.13,778.87,0.11,193,23,0.2,778.87
112524,1.38,1.32,302,4,0.58,20,6.6,298,177.06,0.31,1.66,1.36,2026.6,719.3,0.07,412,29,0.23,983.34
120423,1.09,2.32,302,7,0.11,62,20.5,295,129.33,0.25,0.95,1.07,3790.12,1160.87,0.21,322,24,0.24,1160.87
125391,0.94,0,302,0,0,14,4.6,302,119.22,0.26,1.2,0.94,2284.57,674.63,0.05,283,22,0.28,489.82
156194,0.53,0.99,302,3,0.04,27,8.9,299,75.49,0.05,0.73,0.52,1935.73,814.4,0.09,157,18,0.1,858.99
87027,1.84,3.64,302,11,0.36,46,15.2,291,212.69,0.45,1.65,1.77,2386.7,825.37,0.15,535,28,0.26,1041.26
171689,0.96,0.66,302,2,0.04,23,7.6,300,124.83,0.22,1.29,0.95,1984.02,665.16,0.08,287,18,0.23,1034.28
2635,2.95,4.64,302,14,0.27,42,13.9,288,321.71,0.54,1.35,2.82,1794.16,627.97,0.14,851,40,0.19,543.58
218171,0.59,0.33,302,1,0.08,13,4.3,301,80.36,0.11,1.08,0.59,1635.43,740.11,0.04,177,13,0.19,740.11
191522,0.89,0,302,0,0,21,7,302,111.14,0.22,1.44,0.89,1890.65,724.1,0.07,269,17,0.25,692.09
149555,0.62,0.33,302,1,0.05,21,7,301,88.24,0.13,0.73,0.62,1961.6,684.25,0.07,188,14,0.21,684.25
164143,0.96,0.33,301,1,0.02,26,8.6,300,121.7,0.19,1.52,0.96,1307.74,787.78,0.09,289,19,0.2,877.29
136442,0.9,0.66,301,2,0.04,17,5.6,299,117.52,0.19,0.91,0.9,1629.08,692.26,0.06,270,14,0.21,755.34
170785,0.77,0,301,0,0,13,4.3,301,102.24,0.15,0.92,0.77,1705.64,671.7,0.04,231,18,0.19,641.09
114906,0.82,0.66,301,2,0.08,24,8,299,101.58,0.15,1.73,0.81,3177.35,780.05,0.08,245,12,0.18,780.05
209525,1.71,2.33,301,7,0.37,19,6.3,294,195.47,0.37,1.83,1.67,2149.71,610.11,0.06,502,16,0.22,610.11
73980,1.64,1,301,3,0.07,32,10.6,298,194.53,0.37,1.35,1.62,2168.78,722.91,0.11,488,32,0.23,621.34
44447,1.05,1,301,3,0.08,18,6,298,129.5,0.19,1.74,1.04,1904.6,617.36,0.06,313,16,0.19,416.06
188368,0.64,1,301,3,0.08,25,8.3,298,85.53,0.09,1.28,0.63,2414.71,857.45,0.08,190,18,0.15,739.37
69706,1.45,2.33,301,7,0.04,65,21.6,294,168.14,0.23,1.74,1.42,3243.81,1059.09,0.22,426,34,0.16,959.65
55815,0.58,0.66,301,2,0.07,13,4.3,299,76.82,0.11,0.88,0.58,2065.89,741.41,0.04,174,15,0.19,966.29
62824,0.62,0.33,301,1,0.04,28,9.3,300,85.82,0.15,1.44,0.61,2503.15,798.65,0.09,185,15,0.24,798.65
108841,0.95,1.33,301,4,0.1,39,13,297,120.65,0.18,2.19,0.93,4093.41,972.9,0.13,281,28,0.2,972.9
